nýtsluland;1993 Jan;1993 Feb;1993 Mar;1993 Apr;1993 Mai;1993 Jun;1993 Jul;1993 Aug;1993 Sep;1993 Okt;1993 Nov;1993 Des;1994 Jan;1994 Feb;1994 Mar;1994 Apr;1994 Mai;1994 Jun;1994 Jul;1994 Aug;1994 Sep;1994 Okt;1994 Nov;1994 Des;1995 Jan;1995 Feb;1995 Mar;1995 Apr;1995 Mai;1995 Jun;1995 Jul;1995 Aug;1995 Sep;1995 Okt;1995 Nov;1995 Des;1996 Jan;1996 Feb;1996 Mar;1996 Apr;1996 Mai;1996 Jun;1996 Jul;1996 Aug;1996 Sep;1996 Okt;1996 Nov;1996 Des;1997 Jan;1997 Feb;1997 Mar;1997 Apr;1997 Mai;1997 Jun;1997 Jul;1997 Aug;1997 Sep;1997 Okt;1997 Nov;1997 Des;1998 Jan;1998 Feb;1998 Mar;1998 Apr;1998 Mai;1998 Jun;1998 Jul;1998 Aug;1998 Sep;1998 Okt;1998 Nov;1998 Des;1999 Jan;1999 Feb;1999 Mar;1999 Apr;1999 Mai;1999 Jun;1999 Jul;1999 Aug;1999 Sep;1999 Okt;1999 Nov;1999 Des;2000 Jan;2000 Feb;2000 Mar;2000 Apr;2000 Mai;2000 Jun;2000 Jul;2000 Aug;2000 Sep;2000 Okt;2000 Nov;2000 Des;2001 Jan;2001 Feb;2001 Mar;2001 Apr;2001 Mai;2001 Jun;2001 Jul;2001 Aug;2001 Sep;2001 Okt;2001 Nov;2001 Des;2002 Jan;2002 Feb;2002 Mar;2002 Apr;2002 Mai;2002 Jun;2002 Jul;2002 Aug;2002 Sep;2002 Okt;2002 Nov;2002 Des;2003 Jan;2003 Feb;2003 Mar;2003 Apr;2003 Mai;2003 Jun;2003 Jul;2003 Aug;2003 Sep;2003 Okt;2003 Nov;2003 Des;2004 Jan;2004 Feb;2004 Mar;2004 Apr;2004 Mai;2004 Jun;2004 Jul;2004 Aug;2004 Sep;2004 Okt;2004 Nov;2004 Des;2005 Jan;2005 Feb;2005 Mar;2005 Apr;2005 Mai;2005 Jun;2005 Jul;2005 Aug;2005 Sep;2005 Okt;2005 Nov;2005 Des;2006 Jan;2006 Feb;2006 Mar;2006 Apr;2006 Mai;2006 Jun;2006 Jul;2006 Aug;2006 Sep;2006 Okt;2006 Nov;2006 Des;2007 Jan;2007 Feb;2007 Mar;2007 Apr;2007 Mai;2007 Jun;2007 Jul;2007 Aug;2007 Sep;2007 Okt;2007 Nov;2007 Des;2008 Jan;2008 Feb;2008 Mar;2008 Apr;2008 Mai;2008 Jun;2008 Jul;2008 Aug;2008 Sep;2008 Okt;2008 Nov;2008 Des;2009 Jan;2009 Feb;2009 Mar;2009 Apr;2009 Mai;2009 Jun;2009 Jul;2009 Aug;2009 Sep;2009 Okt;2009 Nov;2009 Des;2010 Jan;2010 Feb;2010 Mar;2010 Apr;2010 Mai;2010 Jun;2010 Jul;2010 Aug;2010 Sep;2010 Okt;2010 Nov;2010 Des;2011 Jan;2011 Feb;2011 Mar;2011 Apr;2011 Mai;2011 Jun;2011 Jul;2011 Aug;2011 Sep;2011 Okt;2011 Nov;2011 Des;2012 Jan;2012 Feb;2012 Mar;2012 Apr;2012 Mai;2012 Jun;2012 Jul;2012 Aug;2012 Sep;2012 Okt;2012 Nov;2012 Des;2013 Jan;2013 Feb;2013 Mar;2013 Apr;2013 Mai;2013 Jun;2013 Jul;2013 Aug;2013 Sep;2013 Okt;2013 Nov;2013 Des;2014 Jan;2014 Feb;2014 Mar;2014 Apr;2014 Mai;2014 Jun;2014 Jul;2014 Aug;2014 Sep;2014 Okt;2014 Nov;2014 Des;2015 Jan;2015 Feb;2015 Mar;2015 Apr;2015 Mai;2015 Jun;2015 Jul;2015 Aug;2015 Sep;2015 Okt;2015 Nov;2015 Des;2016 Jan;2016 Feb;2016 Mar;2016 Apr;2016 Mai;2016 Jun;2016 Jul;2016 Aug;2016 Sep;2016 Okt;2016 Nov;2016 Des;2017 Jan;2017 Feb;2017 Mar;2017 Apr;2017 Mai;2017 Jun;2017 Jul;2017 Aug;2017 Sep;2017 Okt;2017 Nov;2017 Des;2018 Jan;2018 Feb;2018 Mar;2018 Apr;2018 Mai;2018 Jun;2018 Jul;2018 Aug;2018 Sep;2018 Okt;2018 Nov;2018 Des;2019 Jan;2019 Feb;2019 Mar;2019 Apr;2019 Mai;2019 Jun;2019 Jul;2019 Aug;2019 Sep;2019 Okt;2019 Nov;2019 Des;2020 Jan;2020 Feb;2020 Mar;2020 Apr;2020 Mai;2020 Jun;2020 Jul;2020 Aug;2020 Sep;2020 Okt;2020 Nov;2020 Des;2021 Jan;2021 Feb;2021 Mar;2021 Apr;2021 Mai;2021 Jun;2021 Jul;2021 Aug;2021 Sep;2021 Okt;2021 Nov;2021 Des;2022 Jan;2022 Feb;2022 Mar;2022 Apr;2022 Mai;2022 Jun;2022 Jul;2022 Aug;2022 Sep;2022 Okt;2022 Nov;2022 Des;2023 Jan;2023 Feb;2023 Mar;2023 Apr;2023 Mai;2023 Jun;2023 Jul;2023 Aug;2023 Sep;2023 Okt;2023 Nov
Guatemala;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guinea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hong Kong;0;0;5482.0;0;0;0;0;0;0;0;0;0;0;0;0;0;539.8;0;0;0;0;0;0;0;0;0;0;0;184.4;0;0;0;0;0;0;0;0;0;0;0;0;11.5;0;0;500.4;0;0;0;0;357.6;0;527.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626.1;0;0;0;0;0;1423.6;898.0;0;0;0;710.0;0;0;0;0;0;0;462.5;0;0;0;1613.3;0;0;0;1132.9;0;2256.4;0;1739.5;0;0;165.1;0;0;0;0;0;0;0;0;0;571.4;0;0;188.0;481.6;532.0;0;0;0;0;0;0;176.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;402.9;0;0;0;0;0;1978.5;483.3;0;0;0;235.5;0;0;0;0;0;112.0;102.5;141.3;430.1;159.6;195.6;0;0;90.8;0;338.8;0;0;715.8;63.6;896.9;0;0;140.5;0;0;0;237.3;226.9;142.4;998.3;0;0;221.0;0;115.3;37.2;33.6;132.2;144.3;0;56.1;164.5;167.1;857.9;391.7;0;0;663.6;700.6;0;150.7;114.2;1056.0;356.2;2873.8;0;0;0;0;0;0;0;0;0;0;0;168.7;134.7;300.2;327.6;9.8;779.9;24.1;594.4;215.2;220.7;31.2;209.6;19.6;266.1;415.6;21.4;415.6;407.6;353.7;327.2;567.2;155.5;1108.7;162.9;181.2;239.4;285.8;21.3;274.1;23.9;9.2;30.3;0;201.2;0;15.7;0;19.4;19.4;11.7;186.3;187.5;191.1;882.9;351.6;137.6;5.2;0;59.3;58.8;56.0;253.1;132.5;150.1;516.2;1207.8;165.5;615.8;88.2;43.5;41.5;60.0;73.9;69.7;57.8;100.4;43.5;37.9;93.8;542.4;1490.4;153.8;898.6;145.1;65.7;188.0;89.5;0;0;585.0;0;0;0;0;0;0;0;0;595.6;0;381.9;280.3;351.3;0;0;0;0;0;0;0
Hvítarussland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119.6;0;0;24.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.0;0;886.1;1860.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2191.8;0;0;0;0;0;0;0;0;0;0;0;149.7;1101.9;0;0;0;265.0;0;0;0;0;4614.0;8445.8;0;3115.2;0;4032.5;0;0;0;0;0;0;0;0;2440.5;0;9110.2;3277.5;0;0;23.0;10.0;0;0;0;0;4452.7;113.3;0;0;1485.6;0;2504.7;0;0;204.3;0;213.9;4737.9;8974.9;0;0;0;0;0;0;0;0;103.2;0;3544.1;0;0;2672.4;0;651.6;0;0;0;265.5;236.2;0;0;0;0;4203.6;0;2767.8;0;0;0;0;0;0;0;0;0;0;3061.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1097.8;430.3;0;0;329.6;247.0;781.5;2165.5;855.4;1324.7;4466.8;6829.9;563.2;982.7;6352.3;10390.6;12481.4;2692.5;719.4;1468.9;344.9;0;360.5;1589.8;1651.3;2093.7;1332.8;8440.6;3283.1;472.8;0;0;1375.9;0;0;2443.5;304.4;0;12108.0;3728.4;3013.6;3184.3;403.4;3610.5;0;1256.9;3299.7;3919.3;5899.2;9233.8;3402.5;10829.1;11494.2;2993.6;653.5;3873.4;1018.9;691.5;2052.9;1099.9;3143.8;965.9;5822.3;9127.4;9729.5;11527.5;9691.4;3774.5;3011.4;7726.1;28645.8;24093.5;14034.6;18123.6;12965.4;10902.3;1191.7;584.4;3983.3;6422.4;5392.9;944.5;30219.4;27073.4;73400.3;30233.2;8228.5;1716.6;11126.0;1934.3;417.8;513.7;0;253.5;3226.4;737.2;2028.5
India;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3185.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.7;0;225.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1012.2;0;36.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;44.6;0;0;0;0;0;0;0;0;139.0;591.2;294.7;426.7;604.0;152.2;606.9;446.5;1500.1;2383.5;1742.6;1660.1;668.6;349.2;1141.4;611.9;432.3;613.6;600.7;889.2;265.0;798.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420.7;626.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442.7;0;0;0;0;0;0;0;0;0;0;0;0;0;2351.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italia;5374.8;4659.0;7736.3;5929.9;6000.7;10638.7;8901.6;11869.6;11130.6;13712.7;14935.8;5144.8;3998.6;6383.9;6848.8;6099.3;9543.9;11646.7;12619.2;7045.0;18952.9;14092.2;11502.5;9712.6;6451.2;6983.3;6814.5;4074.0;5852.5;5940.9;9177.8;9571.8;16480.9;12469.7;10216.6;7720.2;4359.9;5527.0;6771.3;1203.3;5378.3;3303.6;5292.9;3181.6;9241.6;7004.1;20305.1;4463.5;7204.9;5486.4;2437.6;4201.4;4943.3;4725.3;7218.6;6225.2;4721.1;8040.5;7383.3;1999.2;6727.2;5061.3;3341.6;5470.0;7450.2;8500.4;10522.7;6647.3;8913.8;11328.1;5745.6;7116.3;7510.5;6241.8;7571.5;6624.5;7617.9;10954.0;11740.8;6632.6;10915.8;12036.2;7204.7;5284.5;3966.6;4501.5;7631.5;5394.7;5961.7;15350.2;12556.9;8243.7;12676.5;10580.5;12660.4;8009.2;7841.9;9369.1;13233.0;9538.0;7236.4;14656.4;8274.9;3989.0;14294.3;15428.1;21337.5;13256.9;9831.7;8019.9;12479.9;8945.2;15809.7;21081.0;12756.4;13904.6;21711.4;24387.2;17676.7;8301.3;9187.9;11044.9;8430.5;6787.5;2071.5;4627.1;8915.7;10112.0;18612.0;18955.7;17224.0;8249.4;8808.5;13421.2;9397.1;8171.0;10091.2;10659.0;15558.4;5049.9;19956.7;11694.9;9047.9;10658.2;7922.5;6482.2;5041.7;5783.5;8749.0;4790.6;7447.3;8691.8;11976.1;15878.6;9237.5;6935.4;5733.7;2496.4;11634.8;6601.5;6807.1;12179.0;5733.7;3523.5;16289.0;12450.9;11753.5;3750.9;5369.3;6145.3;7370.7;1638.8;7789.5;2916.6;5621.1;2673.1;12479.0;12813.0;12927.6;3803.7;6165.4;7739.2;5187.4;4516.5;13442.1;9635.7;9579.4;9011.9;14391.5;21836.5;9476.9;9069.3;14599.2;8951.9;8967.1;7099.8;10298.5;8862.5;12140.6;3815.8;14675.8;19656.2;14683.0;6526.3;6993.5;8425.0;10722.6;15204.5;13861.6;13148.1;15977.8;4922.7;18712.1;14115.2;17141.8;14313.8;15851.7;6987.5;6835.9;8199.3;12185.1;10843.4;13485.4;8774.8;20820.0;24201.6;18499.0;9767.8;12971.1;10906.6;16231.3;8692.7;15415.9;19052.5;16031.6;7693.6;18276.3;20713.8;17083.3;9328.5;17283.5;14727.6;3162.8;7316.5;12305.0;11229.2;17031.6;6390.2;13830.5;25281.9;26940.9;12934.8;11838.8;7720.4;9841.3;16743.1;17699.7;11017.5;13653.2;5671.3;20113.2;25293.6;21719.4;12845.6;21140.2;18836.7;24472.7;23190.0;13183.1;20317.1;23427.5;3998.9;23976.4;34558.1;32152.8;28694.5;20257.3;17321.5;19654.3;12840.8;13014.8;11331.8;21136.2;5382.0;27652.4;24427.1;31539.9;32566.6;18909.9;31978.2;20678.6;22801.3;14075.1;27389.0;23656.2;12665.6;51263.0;25060.1;31887.4;12181.3;40925.6;30195.4;34283.3;17247.9;24552.8;22926.1;25252.6;7877.0;36175.7;39454.4;34965.0;22175.3;33321.7;27081.1;27632.3;31054.4;27877.6;26639.7;30178.9;15954.4;37096.0;40880.9;38788.4;34696.2;26254.7;29529.6;25530.3;21710.1;28908.8;30236.1;19540.9;9523.9;31064.3;25703.9;18386.5;20599.0;24058.0;18629.1;38473.3;28355.1;30708.7;31279.5;22980.6;13070.1;31989.4;41688.5;31310.2;29141.6;33694.6;32762.3;35457.2;32126.9;30071.5;31344.7;20683.4;12023.8;37665.8;30421.4;36925.3;33184.1;38072.3;26750.1;39277.7;17755.9;34081.5;20040.5;17022.4;14302.6;37291.2;31145.3;35875.9
Írland;0;0;1446.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025.6;0;0;0;0;0;0;0;0;96.8;28.1;192.0;2302.7;153.4;166.2;191.8;0;34.4;127.9;0;288.0;0;3522.3;0;2662.7;145.8;0;160.6;142.2;0;128.0;0;0;0;591.7;360.9;272.9;0;232.2;247.7;278.1;0;682.5;278.6;1769.7;154.8;185.4;0;330.2;157.8;339.8;0;2701.5;24.7;40.5;843.0;940.7;894.7;1709.9;0;0;0;0;335.8;3107.1;0;0;0;63.9;0;0;473.0;0;0;0;371.7;0;0;0;0;2.0;310.6;0;398.7;0;425.1;0;0;421.5;14.9;417.1;188.8;425.1;0;1737.2;0;748.2;0;0;420.3;0;422.6;0;0;1482.8;733.2;1113.1;861.8;377.4;171.8;968.0;0;378.0;172.2;0;0;657.4;86.1;533.7;0;78.7;1158.4;0;0;0;578.7;302.2;877.2;1285.7;928.0;544.1;2555.0;327.7;1038.8;1370.2;1769.9;1169.5;379.3;1056.2;4238.9;453.9;688.1;126.2;958.0;0;1070.2;630.2;1010.4;0;367.0;379.1;3588.3;10783.4;456.6;0;885.4;0;0;3629.6;990.0;1662.4;287.0;502.9;0;454.1;0;818.5;432.2;326.9;458.7;5.0;434.3;235.4;0;939.2;474.8;1505.6;58.1;2.5;697.3;468.7;760.5;0;508.0;17.2;0;60.2;36.5;0;0;407.7;0;0;0;0;0;69.3;3.3;61.0;406.6;0;0;0;1601.2;0;41.6;45.7;0;0;382.0;0;479.6;474.6;475.3;473.8;473.8;898.2;473.8;861.8;948.0;473.8;964.3;473.8;520.8;528.1;1043.9;520.8;520.8;807.7;520.8;520.8;520.8;541.2;1044.8;1511.5;0;33.6;0;499.2;3398.8;536.1;0;0;5.1;0;578.8;0;0;284.6;2561.5;0;0;69.2;0;0;494.8;0;29.8;498.3;0;508.9;14.7;0;0;0;251.9;545.4;0;0;516.3;528.7;253.4;29.2;1116.3;0;8720.5;7.8;0;0;529.6;0;0;0;530.5;0;536.5;0;536.0;0;0;0;0;564.3;550.6;0;187.7;2255.4;1705.0;26508.8;14676.4;170.0;289.8;762.5;0;498.8;4.7;0;3193.9;572.3;139.8;972.1;162.8;2227.7;2060.3;805.4;0;1445.9;1378.4;647.8;122.6;61.3;233.0;534.4;1626.1;1142.3;1038.6;1419.0;1032.5;1350.3;1619.9;3618.9;21903.0;1.1;1113.4;7279.3;4181.5;1846.5;0;1267.8;3726.1;6268.9;7757.0
Ísland;49.7;58.4;57.2;614.2;72.4;685.6;272.7;1770.1;235.4;70.5;134.5;574.4;154.0;934.8;146.7;121.0;383.7;475.6;147.4;124.6;263.5;54.7;456.9;978.0;78.8;61.6;9441.3;5084.4;7528.7;9578.5;7488.6;5550.1;1935.1;1413.7;1877.4;4226.3;3778.4;1534.2;2164.5;1090.6;7863.0;12725.5;3703.2;2111.2;2286.9;1976.9;847.8;2685.5;19512.2;1061.7;4280.5;219.0;5949.3;9015.5;8885.5;3072.5;438.6;1246.8;4595.6;1689.6;1344.5;23313.6;2624.7;1246.1;6580.3;19513.9;16875.1;749.2;5692.0;9136.4;1853.7;688.5;1516.0;6684.2;2683.7;3222.7;2309.5;3126.9;9346.2;2477.8;2389.9;5549.5;672.2;705.2;956.6;6295.4;4281.2;7722.3;2604.8;2458.2;4936.4;49.8;848.3;32404.5;1921.7;737.2;581.9;1183.1;2859.6;8175.8;14614.0;9448.7;8136.9;2168.3;2593.0;1683.0;910.3;1132.8;4297.3;5242.3;4143.9;8848.8;4274.4;2483.9;6111.3;3143.8;2947.7;126.4;1691.5;1639.0;4379.6;12193.2;14769.3;9053.9;13474.6;14526.6;6378.8;33124.3;284.8;907.7;469.7;602.8;84774.5;5460.4;10776.9;9476.9;5296.6;15339.8;35874.5;6.2;294.1;18066.8;263.3;961.0;32179.9;4452.5;3845.5;7025.2;3568.2;7094.5;1249.9;687.0;975.7;1097.3;1305.9;1555.5;1827.8;25948.2;15212.3;3101.7;3511.8;18558.9;1257.0;14887.0;4466.8;2590.0;7216.3;6563.3;6157.8;40694.8;11910.5;5213.4;6483.1;8280.8;10971.8;2698.9;10457.4;8560.9;2512.9;2972.8;6649.8;6612.4;18611.0;23991.1;9501.9;3208.3;2329.4;22920.0;4985.4;2353.9;1350.1;842.0;7292.8;13746.9;10333.3;8389.8;3024.4;4007.3;1203.8;2024.7;2619.2;819.1;976.9;4657.5;5837.1;8302.8;15644.0;1076.1;709.6;832.3;2154.2;22125.6;9684.0;5553.2;3619.6;1452.0;1976.4;26671.3;7499.2;3486.2;4858.7;5935.5;2085.3;1154.1;3917.9;281703.7;1973.4;5129.1;2692.0;15646.7;17653.2;2196.2;1548.9;585.1;3004.4;6791.6;5971.4;288689.4;1164.6;1403.0;1887.8;14307.5;17627.9;2399.0;5308.7;4177.8;2615.9;7553.2;7579.5;5789.7;7989.4;2342.8;2183.3;2919.4;6781.4;10915.3;7476.8;5363.7;9338.2;13123.3;1858.4;8759.8;6387.6;1609.9;20945.7;11239.3;49985.2;8771.9;16001.2;4413.3;4720.6;5791.5;6610.3;2934.9;7586.2;4040.2;12204.3;8202.3;14669.9;22823.9;17963.7;67733.7;8356.8;1339.5;25605.1;3892.6;20939.4;10080.5;4268.6;14134.1;24372.4;22053.2;9299.6;2147.4;12711.7;2627.0;11154.5;8981.5;14267.7;2006.0;3554.6;11817.2;13360.2;9391.1;16306.8;22292.9;7496.9;7484.4;10972.2;13378.7;13236.9;13722.1;5036.1;7388.0;5018.2;23024.2;10841.0;21266.1;7992.2;12548.4;8713.0;16221.5;13649.8;6386.4;18107.2;6720.0;12796.3;24869.8;29924.7;22942.0;11002.9;21036.7;16643.1;733.9;5419.0;8203.7;18199.4;848.4;4708.5;4945.5;14995.3;2673.9;2025.7;4023.0;6399.4;5855.6;3590.4;4872.0;3246.7;5083.9;86872.7;35081.0;173623.2;22986.3;2242.7;6255.7;5024.2;9771.5;2294.4;6532.9;56760.1;10808.4;69202.1;56042.8;27825.5;9622.1;5101.5;21445.8;5104.1;25200.3;2888.7
Ísrael;0;0;46.3;0;7916.4;69.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220.6;0;0;0;0;0;0;0;0;995.5;0;0;0;0;0;321.0;0;0;0;0;0;0;0;0;0;0;121.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208.7;0;0;0;0;0;0;0;0;0;0;0;179.5;0;0;0;0;0;0;0;0;0;127.9;0;0;0;0;0;0;0;0;0;0;0;0;542.8;0;0;0;0;0;0;0;0;0;0;0;0;0;557.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87.9;0;0;0;0;0;0;225.5;0;134.1;0;0;0;0;0;0;0;0;174.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118.9;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164.0;0;0;0;0;0;0;270.5;0;0;0;0;0;0;0;0;0;252.1;443.2;435.1;0;9281.7;10357.1;21689.6;27280.9;17191.6;9951.3;3238.8;1562.5;516.6;538.0;2.4;253.9;2472.4;0;1677.6;747.9;4906.3;1888.6
